Date,Open,High,Low,Close,Adj Close,Volume
2019-11-08,69.589996,69.849998,69.389999,69.849998,68.486473,792400
2019-11-11,69.550003,69.760002,69.470001,69.739998,68.378624,590500
2019-11-12,69.830002,70.089996,69.690002,69.820000,68.457069,706100
2019-11-13,69.589996,69.970001,69.540001,69.879997,68.515900,1020700
2019-11-14,69.790001,69.970001,69.660004,69.970001,68.604134,9311000
2019-11-15,70.250000,70.459999,70.129997,70.459999,69.084572,1738500
2019-11-18,70.410004,70.559998,70.290001,70.500000,69.123795,6781600
2019-11-19,70.639999,70.820000,70.339996,70.529999,69.153206,898700
2019-11-20,70.389999,70.550003,69.889999,70.269997,68.898277,2239700
2019-11-21,70.309998,70.489998,69.980003,70.169998,68.800232,906700
2019-11-22,70.330002,70.360001,70.059998,70.279999,68.908081,807600
2019-11-25,70.529999,70.940002,70.529999,70.900002,69.515991,861600
2019-11-26,70.970001,71.150002,70.879997,71.089996,69.702271,2778800
2019-11-27,71.260002,71.449997,71.169998,71.449997,70.055244,652700
2019-11-29,71.330002,71.360001,71.070000,71.110001,69.721886,651500
2019-12-02,71.250000,71.349998,70.419998,70.480003,69.104187,1113000
2019-12-03,69.820000,70.099998,69.510002,70.089996,68.721786,937200
2019-12-04,70.360001,70.639999,70.279999,70.510002,69.133598,844200
2019-12-05,70.669998,70.690002,70.290001,70.610001,69.231644,1493400
2019-12-06,71.070000,71.349998,71.000000,71.199997,69.810127,1140700
2019-12-09,71.150002,71.300003,71.000000,71.029999,69.643440,613900
2019-12-10,71.010002,71.150002,70.790001,70.910004,69.525795,911400
2019-12-11,71.019997,71.169998,70.919998,71.139999,69.751305,786600
2019-12-12,71.110001,71.900002,71.050003,71.660004,70.261154,996300
2019-12-13,71.680000,72.050003,71.419998,71.730003,70.329788,959800
2019-12-16,71.730003,71.949997,71.699997,71.790001,70.829010,812100
2019-12-17,71.919998,71.949997,71.760002,71.779999,70.819145,1780000
2019-12-18,71.910004,71.970001,71.790001,71.820000,70.858612,1338600
2019-12-19,71.879997,72.160004,71.820000,72.120003,71.154602,2030000
2019-12-20,72.419998,72.589996,72.379997,72.449997,71.480171,1180000
2019-12-23,72.650002,72.720001,72.529999,72.550003,71.578842,1566200
2019-12-24,72.660004,72.669998,72.500000,72.570000,71.598564,723500
2019-12-26,72.699997,72.959999,72.650002,72.959999,71.983353,1145100
2019-12-27,73.120003,73.120003,72.750000,72.900002,71.924156,815000
2019-12-30,72.919998,72.989998,72.349998,72.470001,71.499908,1595700
2019-12-31,72.360001,72.720001,72.300003,72.690002,71.716965,1104700
2020-01-02,73.080002,73.250000,72.760002,73.239998,72.259598,1246500
2020-01-03,72.529999,73.040001,72.430000,72.790001,71.815628,2069300
2020-01-06,72.489998,73.070000,72.279999,73.070000,72.091873,2158400
2020-01-07,72.919998,73.019997,72.739998,72.839996,71.864952,1163500
2020-01-08,72.889999,73.510002,72.879997,73.169998,72.190536,1046300
2020-01-09,73.629997,73.709999,73.440002,73.680000,72.693718,868900
2020-01-10,73.849998,73.849998,73.349998,73.470001,72.486519,1151300
2020-01-13,73.650002,74.000000,73.510002,74.000000,73.009430,1023100
2020-01-14,73.980003,74.209999,73.790001,73.900002,72.910767,1399100
2020-01-15,73.919998,74.320000,73.879997,74.110001,73.117958,6333200
2020-01-16,74.449997,74.779999,74.389999,74.779999,73.778984,1552200
2020-01-17,74.949997,74.989998,74.760002,74.930000,73.926979,1267300
2020-01-21,74.730003,74.959999,74.650002,74.739998,73.739517,1667900
2020-01-22,74.959999,75.150002,74.730003,74.809998,73.808578,1205700
2020-01-23,74.660004,74.910004,74.300003,74.860001,73.857910,1246500
2020-01-24,75.050003,75.070000,73.839996,74.139999,73.147552,1177900
2020-01-27,72.910004,73.379997,72.730003,73.059998,72.082016,1361500
2020-01-28,73.379997,73.989998,73.269997,73.769997,72.782509,1324200
2020-01-29,74.099998,74.139999,73.650002,73.709999,72.723305,1787200
2020-01-30,73.220001,73.959999,73.010002,73.889999,72.900902,2130200
2020-01-31,73.779999,73.800003,72.379997,72.589996,71.618301,1844100
2020-02-03,72.949997,73.599998,72.949997,73.230003,72.249733,1255300
2020-02-04,74.110001,74.580002,74.040001,74.370003,73.374474,931200
2020-02-05,75.070000,75.160004,74.650002,75.080002,74.074966,1344600
2020-02-06,75.339996,75.389999,75.089996,75.279999,74.272285,1901800
2020-02-07,75.029999,75.250000,74.739998,74.860001,73.857910,1236600
2020-02-10,74.709999,75.430000,74.709999,75.410004,74.400558,1413300
2020-02-11,75.769997,76.000000,75.500000,75.650002,74.637344,839700
2020-02-12,75.970001,76.139999,75.860001,76.120003,75.101051,1819100
2020-02-13,75.769997,76.290001,75.660004,76.050003,75.031982,1778700
2020-02-14,76.180000,76.220001,75.889999,76.209999,75.189842,1807000
2020-02-18,75.970001,76.110001,75.660004,75.980003,74.962921,1789500
2020-02-19,76.269997,76.570000,76.250000,76.419998,75.397026,1252200
2020-02-20,76.300003,76.510002,75.389999,76.120003,75.101051,1231600
2020-02-21,75.830002,76.000000,75.169998,75.320000,74.311752,1617800
2020-02-24,73.040001,73.589996,72.500000,72.860001,71.884689,2558200
2020-02-25,73.260002,73.430000,70.470001,70.699997,69.753601,4251200
2020-02-26,70.949997,71.800003,70.129997,70.260002,69.319496,2435700
2020-02-27,68.900002,69.900002,67.199997,67.199997,66.300453,5354600
2020-02-28,65.059998,66.870003,64.480003,66.750000,65.856468,11602900
2020-03-02,67.199997,69.620003,66.360001,69.620003,68.688065,4002400
2020-03-03,69.760002,70.730003,67.070000,67.730003,66.823357,3022000
2020-03-04,69.010002,70.449997,68.370003,70.370003,69.428017,1607700
2020-03-05,68.690002,69.389999,67.500000,68.099998,67.188408,2080500
2020-03-06,66.000000,67.150002,65.290001,66.879997,65.984734,9915500
2020-03-09,62.480000,63.730000,61.060001,61.540001,60.716217,10775800
2020-03-10,63.770000,64.500000,61.200001,64.370003,63.508335,6277600
2020-03-11,62.770000,63.070000,60.490002,61.200001,60.380768,4194900
2020-03-12,57.110001,59.400002,55.299999,55.430000,54.688007,15230400
2020-03-13,58.590000,60.400002,55.480000,60.400002,59.591476,7934600
2020-03-16,53.849998,56.869999,53.099998,53.410000,52.695045,10644500
2020-03-17,54.110001,56.500000,52.250000,56.299999,55.546364,7046000
2020-03-18,52.410000,54.200001,50.070000,53.080002,52.369469,9552200
2020-03-19,52.130001,54.570000,51.000000,53.060001,52.349735,5407900
2020-03-20,53.959999,54.459999,50.880001,50.939999,50.258110,5315700
2020-03-23,50.570000,51.000000,48.520000,49.669998,49.005108,8821600
2020-03-24,52.270000,54.389999,52.009998,54.240002,53.513939,6123500
2020-03-25,54.549999,57.009998,53.259998,54.930000,54.464817,9579600
2020-03-26,55.590000,58.400002,55.380001,58.119999,57.627800,6008400
2020-03-27,56.220001,57.950001,55.720001,56.340000,55.862877,5313500
2020-03-30,56.680000,58.169998,56.200001,58.090000,57.598053,6392100
2020-03-31,57.869999,58.380001,56.810001,57.209999,56.725510,5371300
2020-04-01,55.060001,55.730000,54.020000,54.490002,54.028545,4930200
2020-04-02,54.310001,55.919998,54.139999,55.709999,55.238209,5108400
2020-04-03,55.520000,55.910000,54.099998,54.669998,54.207016,3805300
2020-04-06,56.830002,58.919998,56.689999,58.590000,58.093819,5634600
2020-04-07,60.630001,60.880001,58.590000,58.590000,58.093819,6351700
2020-04-08,59.349998,61.000000,58.759998,60.700001,60.185955,3799900
2020-04-09,61.610001,62.470001,61.139999,61.759998,61.236973,13966500
2020-04-13,61.560001,61.599998,60.180000,61.060001,60.542908,5689000
2020-04-14,62.369999,63.040001,62.110001,62.869999,62.337574,3575000
2020-04-15,61.590000,61.919998,60.970001,61.509998,60.989090,5384600
2020-04-16,61.750000,61.919998,60.959999,61.709999,61.187397,2194200
2020-04-17,63.220001,63.639999,62.590000,63.549999,63.011818,2383600
2020-04-20,62.660000,63.459999,62.349998,62.459999,61.931046,2866800
2020-04-21,61.279999,61.630001,60.270000,60.490002,59.977734,2409200
2020-04-22,61.740002,62.240002,61.360001,61.889999,61.365875,1854300
2020-04-23,62.110001,62.980000,61.810001,61.840000,61.316299,2215300
2020-04-24,62.250000,62.950001,61.790001,62.799999,62.268169,1700500
2020-04-27,63.250000,64.160004,63.220001,63.910000,63.368767,2617100
